GPIN,PIN_ALL,PIN_Count,Oldest_Structure,Largest_Structure_SqFT,UseCode_All,Max_UseCodeRisk,Source_All
7890,290109000,1,1907,NA,Single Family,1,Residential
7892,290122000,1,1925,NA,Single Family,1,Residential
7893,55A088000,1,1996,1956,Mortuary,1,Commercial
7894,110061100,1,1935,NA,Single Family,1,Residential
7895,230070000,1,1959,NA,Single Family-1 Conversion,1,Residential
7896,540166000,1,1935,NA,Single Family,1,Residential
7897,110065000,1,NA,NA,Vacant Land,0,Residential
7898,290183000,1,1957,NA,Single Family,1,Residential
79,43C112000,1,1967,NA,Single Family,1,Residential
790,42B009000,1,1958,NA,Single Family,1,Residential
7900,540218000,1,1950,NA,Single Family,1,Residential
7901,550075240,1,1962,NA,Single Family,1,Residential
7902,170113000 | 170113000,2,1942,NA,Single Family | Single Family,1,Residential | Residential
7903,230065000,1,1952,NA,Single Family,1,Residential
7904,290189000,1,NA,NA,Vacant Land,0,Residential
7905,290123000,1,1935,NA,Single Family,1,Residential
7906,230021000,1,1980,NA,Duplex,1,Residential
7907,230075000,1,1920,NA,Single Family,1,Residential
7908,550016100 | 550016100,2,1962,NA,Single Family | Single Family,1,Residential | Residential
7909,170093200,1,1964,12990,Apartments 11-20 Units,2,Commercial
791,40A004000 | 40A004000,2,1962,7800,Office Building | Office Building,2,Commercial | Commercial
7910,550017000,1,1954,NA,Single Family,1,Residential
7911,230029000,1,1914,NA,Single Family,1,Residential
7912,540165000,1,1925,NA,Duplex,1,Residential
7913,160079000,1,1949,NA,Duplex,1,Residential
7914,540216000,1,1950,NA,Single Family,1,Residential
7915,540240000,1,1925,NA,Single Family,1,Residential
7916,160123000,1,1947,NA,Apartments 1-10 units,2,Commercial
7917,290202000,1,1925,NA,Single Family,1,Residential
7918,290187000,1,1945,NA,Single Family,1,Residential
7919,110062000,1,1940,NA,Single Family,1,Residential
792,40B028000,1,1960,NA,Single Family,1,Residential
7920,230076000,1,1900,NA,Single Family,1,Residential
7921,290219000,1,1925,NA,Duplex,1,Residential
7922,230066000,1,1952,NA,Single Family,1,Residential
7923,170093000,1,1963,11508,Apartments over 20 units,2,Commercial
7925,290124000,1,NA,NA,Vacant Land,0,Residential
7926,110066000,1,1945,NA,Single Family-1 Conversion,1,Residential
7927,230028000,1,1962,NA,Single Family,1,Residential
7928,170018000,1,1910,NA,Single Family,1,Residential
7929,550075700,1,1961,NA,Single Family-1 Conversion,1,Residential
793,42B071000,1,1972,NA,Single Family,1,Residential
7930,280151000,1,1995,1724,Retail Store,1,Commercial
7931,230130000,1,1980,NA,Duplex,1,Residential
7932,170112000,1,1940,NA,Single Family,1,Residential
7933,160065100,1,1994,NA,Duplex,1,Residential
7934,550075230,1,1962,NA,Single Family,1,Residential
7935,230067000,1,1952,NA,Single Family,1,Residential
7936,540242000,1,1955,NA,Single Family,1,Residential
7937,290111000,1,1945,NA,Single Family,1,Residential
7938,290182000,1,1925,NA,Single Family,1,Residential
7939,170016000,1,1934,NA,Single Family,1,Residential
794,42B084000,1,1964,NA,Single Family,1,Residential
7940,170017000,1,1933,NA,Single Family,1,Residential
7941,230024000,1,1945,NA,Single Family,1,Residential
7942,170015000,1,1940,NA,Single Family,1,Residential
7943,170093300,1,1963,8660,Apartments 11-20 Units,2,Commercial
7944,540277100,1,1993,6096,Medical Office,1,Commercial
7945,290190000,1,1925,NA,Duplex,1,Residential
7946,290171000,1,1945,NA,Single Family,1,Residential
7947,290201000,1,1925,NA,Single Family,1,Residential
7948,160052000,1,1913,NA,Single Family-1 Conversion,1,Residential
7949,170014000,1,1950,NA,Single Family,1,Residential
795,40B011000,1,NA,NA,Vacant Land,0,Residential
7950,290188000,1,1945,NA,Single Family,1,Residential
7951,540160000,1,NA,NA,Vacant Land,0,Residential
7952,170013000,1,1936,NA,Single Family,1,Residential
7953,160124000 | 160124000,2,1952,3268,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
7954,540179000,1,1951,NA,Single Family,1,Residential
7955,230024100,1,1957,NA,Single Family,1,Residential
7956,230071000,1,1925,NA,Single Family,1,Residential
7957,170010000,1,1940,NA,Single Family,1,Residential
7958,540241000,1,1947,NA,Single Family,1,Residential
7959,550018000,1,1953,NA,Single Family,1,Residential
796,41B004A00,1,NA,NA,Vacant Land,0,Residential
7960,300149000,1,1900,NA,Single Family,1,Residential
7961,550075220,1,1962,NA,Single Family,1,Residential
7962,540215000,1,1950,NA,Single Family,1,Residential
7963,540213000,1,1950,NA,Single Family,1,Residential
7964,160065000,1,1950,NA,Duplex,1,Residential
7965,290130000,1,NA,NA,Vacant Land,0,Residential
7966,300152100,1,1997,NA,Single Family,1,Residential
7967,160053000,1,1946,NA,Single Family-1 Conversion,1,Residential
7968,290220000,1,NA,NA,Vacant Land,0,Residential
7969,230072000,1,1925,NA,Single Family,1,Residential
797,40B041000,1,1962,NA,Single Family,1,Residential
7970,160077000,1,1938,NA,Duplex,1,Residential
7971,290115000,1,1925,NA,Duplex,1,Residential
7972,230023000,1,1954,NA,Single Family,1,Residential
7973,540265000,1,1951,NA,Single Family,1,Residential
7974,230131100,1,1961,NA,Single Family,1,Residential
7975,290124100,1,1925,NA,Single Family,1,Residential
7976,300152000,1,1930,NA,Single Family,1,Residential
7977,280152000,1,1962,1059,Office Building,2,Commercial
7978,170009000,1,1940,NA,Single Family,1,Residential
7979,160130000 | 160130100 | 160130101 | 160130110 | 160130120 | 160130130 | 160130140 | 160130150 | 160130160 | 160130170 | 160130180 | 160130190 | 160130200 | 160130201 | 160130210 | 160130220 | 160130230 | 160130240 | 160130300 | 160130400 | 160130500 | 160130600 | 160130700 | 160130800 | 160130900,25,1966,NA,Condo Common Area | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium,2,Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential
798,41A081000,1,1950,NA,Single Family,1,Residential
7980,160125000,1,1947,NA,Single Family,1,Residential
7981,170009110,1,1933,3424,Apartments 1-10 units,2,Commercial
7982,540244000,1,1956,NA,Single Family,1,Residential
7983,540159000 | 540159000,2,1973,18672,Dist. Warehouse | Dist. Warehouse,1,Commercial | Commercial
7984,290172000,1,1945,NA,Single Family,1,Residential
7986,290191000,1,1925,NA,Duplex,1,Residential
7987,230130100,1,1980,NA,Duplex,1,Residential
7988,300148000,1,NA,NA,Vacant Land,0,Residential
7989,280244000 | 280244000,2,0,NA,Apartments over 20 units | Apartments over 20 units,2,Commercial | Residential
799,40B024000,1,1961,NA,Duplex,1,Residential
7990,170009100,1,1958,NA,Single Family-1 Conversion,1,Residential
7991,290131000,1,1900,NA,Single Family,1,Residential
7992,540143000 | 540143000,2,1920,3714,Group Care Home | Group Care Home,3,Commercial | Commercial
7993,230191000,1,1947,NA,Single Family,1,Residential
7994,290116000,1,1925,NA,Single Family,1,Residential
7995,230023100,1,1973,NA,Single Family,1,Residential
7996,550075210,1,1961,NA,Single Family-1 Conversion,1,Residential
7997,580001000,1,1942,721,Office Building,2,Commercial
7998,230073100,1,1959,NA,Single Family,1,Residential
8,42C106000,1,1973,NA,Single Family,1,Residential
80,42C071000,1,1972,NA,Single Family,1,Residential
800,41B004200,1,1998,7710,Comm. Shopping Ctr.,2,Commercial
8000,550075800,1,1961,NA,Single Family,1,Residential
8001,540243000,1,1971,NA,Single Family,1,Residential
8002,540264000,1,1951,NA,Single Family,1,Residential
8003,290181000,1,1920,NA,Single Family,1,Residential
8004,290110000,1,1945,NA,Single Family,1,Residential
8005,540178000,1,1953,NA,Single Family,1,Residential
8006,160082000,1,1950,NA,Single Family,1,Residential
8007,230131200,1,1925,NA,Duplex,1,Residential
8008,290192000,1,1968,NA,Single Family,1,Residential
8009,290132000 | 290132000,2,1925,2208,Office Building | Office Building,2,Commercial | Commercial
801,40B033000,1,1960,NA,Single Family-1 Conversion,1,Residential
8010,230022100,1,1987,NA,Duplex,1,Residential
8011,290120000,1,1925,NA,Duplex,1,Residential
8012,160126000,1,1948,NA,Single Family,1,Residential
8013,160122000,1,1947,NA,Single Family,1,Residential
8014,300145000,1,1920,NA,Single Family,1,Residential
8015,550075900,1,1961,NA,Single Family,1,Residential
8016,230073000,1,1925,NA,Duplex,1,Residential
8017,290200000,1,1961,NA,Single Family,1,Residential
8018,230190000,1,NA,NA,Vacant Land,0,Residential
8019,160064100,1,1966,NA,Duplex,1,Residential
802,41A012000,1,1956,NA,Single Family,1,Residential
8020,160054000,1,1972,10242,Apartments 11-20 Units,2,Commercial
8021,230131000,1,1961,NA,Single Family,1,Residential
8022,540214000,1,1950,NA,Single Family,1,Residential
8023,540144000 | 540144000,2,1957,1804,Office Building | Office Building,2,Commercial | Commercial
8024,580289100,1,1994,41088,Industrial Light Manufacturing,1,Commercial
8025,280163000,1,1982,NA,Single Family,1,Residential
8027,230078000,1,1939,NA,Single Family,1,Residential
8028,170111000,1,1929,NA,Single Family,1,Residential
8029,290194000,1,2007,NA,Single Family,1,Residential
803,42B050000,1,1958,NA,Single Family,1,Residential
8030,230189000,1,1953,NA,Single Family,1,Residential
8031,290121000,1,1925,NA,Single Family,1,Residential
8033,550075201,1,1962,NA,Single Family-1 Conversion,1,Residential
8034,580289000,1,1998,34407,Office Building,2,Commercial
8035,230077000,1,1915,NA,Single Family,1,Residential
8036,230022000,1,1980,NA,Duplex,1,Residential
8037,300153000,1,NA,NA,Vacant Land,0,Residential
8038,540263000,1,1951,NA,Single Family,1,Residential
8039,290173000,1,1925,NA,Single Family,1,Residential
804,41A057000,1,1957,NA,Single Family,1,Residential
8040,160078000,1,1981,NA,Duplex,1,Residential
8041,170114000,1,1939,NA,Single Family,1,Residential
8042,230079000,1,1939,NA,Single Family,1,Residential
8043,550019000 | 550019000,2,1975,2154,Natatorium (Swimming Pool) | Natatorium (Swimming Pool),1,Commercial | Commercial
8044,580002000 | 580002000,2,1885,8561,Office Building | Office Building,2,Commercial | Commercial
8045,230130200,1,1980,NA,Duplex,1,Residential
8047,230188000,1,1953,NA,Single Family,1,Residential
8048,540245000,1,1955,NA,Single Family,1,Residential
8049,550075101,1,1961,NA,Single Family,1,Residential
805,41A003000,1,1986,NA,Single Family,1,Residential
8050,160127000,1,1950,NA,Single Family,1,Residential
8051,290195000,1,NA,NA,Vacant Land,0,Residential
8052,280164000,1,1982,NA,Single Family,1,Residential
8054,230130300,1,1980,NA,Duplex,1,Residential
8055,300154000,1,NA,NA,Vacant Land,0,Residential
8056,290233200,1,1997,1410,Convenience Market,1,Commercial
8057,230083000,1,1925,NA,Single Family,1,Residential
8058,550075190,1,1963,NA,Single Family,1,Residential
8059,160063000,1,1933,NA,Single Family,1,Residential
806,42B005000,1,1958,NA,Single Family,1,Residential
8060,230187000,1,1953,NA,Single Family,1,Residential
8061,170093100,1,1963,12990,Apartments 11-20 Units,2,Commercial
8062,540145000 | 540145000,2,1971,3776,Office Building | Office Building,2,Commercial | Commercial
8063,300146000,1,NA,NA,Vacant Land,0,Residential
8064,170011000,1,1940,NA,Single Family,1,Residential
8065,540266000,1,1951,NA,Single Family,1,Residential
8066,290180000,1,1925,NA,Single Family,1,Residential
8067,540262000,1,1951,NA,Single Family,1,Residential
8068,290193000,1,1925,NA,Single Family,1,Residential
8069,290125000,1,1925,NA,Duplex,1,Residential
807,42B004000,1,1957,NA,Single Family,1,Residential
8070,160083000,1,1958,3020,Apartments 1-10 units,2,Commercial
8072,160121000,1,1946,NA,Duplex,1,Residential
8073,160109000,1,1950,2892,Apartments 1-10 units,2,Commercial
8075,230084000,1,NA,NA,Vacant Land,0,Residential
8076,170110000,1,1933,NA,Single Family-1 Conversion,1,Residential
8077,170008000,1,1935,NA,Single Family,1,Residential
8078,290133000,1,1925,NA,Single Family,1,Residential
8079,290221000,1,1925,NA,Single Family,1,Residential
808,43B032000,1,2014,NA,Single Family,1,Residential
8080,290196000,1,NA,NA,Vacant Land,0,Residential
8081,550075110,1,1962,NA,Single Family,1,Residential
8082,300155A00,1,NA,NA,Vacant Land,0,Residential
8083,280165000,1,1982,NA,Single Family,1,Residential
8084,230186000,1,1946,NA,Single Family,1,Residential
8085,300155000,1,NA,NA,Vacant Land,0,Residential
8086,170009200,1,1985,NA,Single Family,1,Residential
8087,55A088420,1,1994,NA,Single Family Attached,2,Residential
8088,290174000,1,1925,NA,Single Family,1,Residential
8089,550075180,1,1972,NA,Single Family-1 Conversion,1,Residential
809,41A113000,1,1955,NA,Single Family,1,Residential
8090,170009120 | 170009120,2,1992,2200,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
8091,540158000 | 540158000,2,1952,9128,Industrial Light Manufacturing | Industrial Light Manufacturing,1,Commercial | Residential
8092,540261000,1,1951,NA,Single Family,1,Residential
8093,230132000,1,1925,NA,Duplex,1,Residential
8095,230085000,1,1900,NA,Single Family,1,Residential
8096,230185000,1,1946,NA,Single Family,1,Residential
8099,290126000,1,NA,NA,Vacant Land,0,Residential
81,42C047000,1,1967,NA,Single Family,1,Residential
810,42B080000,1,1962,NA,Single Family,1,Residential
8100,160062000,1,1934,NA,Single Family,1,Residential
8101,540246000,1,1947,NA,Single Family,1,Residential
8102,160120000,1,1945,NA,Apartments 1-10 units,2,Residential
8103,290197000,1,1925,NA,Single Family,1,Residential
8104,160081000,1,1948,NA,Single Family-1 Conversion,1,Residential
8105,230192000 | 230192000 | 230192000,3,1965,28516,Elementary Sch (Entire) | Elementary Sch (Entire) | Elementary Sch (Entire),2,Commercial | Commercial | Commercial
8106,170115000,1,1942,NA,Single Family,1,Residential
8107,290199000,1,1925,NA,Single Family,1,Residential
8108,160063100,1,1973,NA,Duplex,1,Residential
8109,300147000,1,1920,NA,Single Family,1,Residential
811,41A074000,1,1948,NA,Single Family,1,Residential
8111,230087000,1,1925,NA,Single Family,1,Residential
8112,290170000,1,1945,NA,Single Family,1,Residential
8113,230184000,1,1954,NA,Single Family,1,Residential
8114,280166000,1,1982,NA,Single Family,1,Residential
8115,280153000,1,1900,NA,Single Family-1 Conversion,1,Residential
8116,230133000,1,NA,NA,Vacant Land,0,Residential
8117,550075170,1,1966,NA,Duplex,1,Residential
8118,170012000,1,1939,NA,Single Family,1,Residential
8119,550075120,1,1961,NA,Single Family,1,Residential
812,41A044000,1,1941,NA,Single Family,1,Residential
8120,290175000,1,1925,NA,Single Family,1,Residential
8122,290179000,1,NA,NA,Parking Lot,0,Residential
8123,170008100,1,1985,NA,Single Family,1,Residential
8124,540260000,1,1951,NA,Single Family,1,Residential
8125,290129000,1,1990,NA,Duplex,1,Residential
8126,290128000,1,1925,NA,Single Family,1,Residential
8128,290134000,1,1925,NA,Duplex,1,Residential
8129,540255000 | 540255000,2,1989,16800,Dist. Warehouse | Dist. Warehouse,1,Commercial | Commercial
813,40B029000,1,1962,NA,Single Family-1 Conversion,1,Residential
8130,540148000 | 540148000,2,1946,1422,Office Building | Office Building,2,Commercial | Commercial
8131,300160000,1,1941,NA,Single Family,1,Residential
8132,160086000,1,1950,NA,Single Family,1,Residential
8133,230183000 | 230183000,2,1991,2200,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
8134,230136000,1,1960,NA,Single Family,1,Residential
8135,230137000,1,1957,NA,Single Family,1,Residential
8136,160084000,1,1938,NA,Duplex,1,Residential
8137,160059000,1,1932,NA,Single Family,1,Residential
8138,160119000,1,1968,3714,Apartments 1-10 units,2,Commercial
8139,580123000,1,1984,10096,Office Building,2,Commercial
814,43B033000,1,1969,NA,Single Family,1,Residential
8140,290169000,1,1945,NA,Single Family,1,Residential
8141,290222000,1,1900,NA,Single Family,1,Residential
8142,170009210,1,1985,NA,Single Family,1,Residential
8143,170109000,1,1925,NA,Single Family-1 Conversion,1,Residential
8144,230088000,1,1923,NA,Single Family,1,Residential
8145,290198000,1,1925,NA,Duplex,1,Residential
8146,230134000,1,NA,NA,Vacant Land,0,Residential
8147,280112000,1,1978,78620,Apartments over 20 units,2,Commercial
8148,290233100,1,1966,4384,Retail Store,1,Commercial
815,43B047000,1,1962,NA,Single Family,1,Residential
8150,280167000,1,1982,NA,Single Family,1,Residential
8151,540149000 | 540149000,2,1946,1198,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
8152,280153100,1,1963,4883,Apartments 1-10 units,2,Commercial
8153,550075130,1,1958,NA,Single Family,1,Residential
8154,540259000,1,1951,NA,Single Family,1,Residential
8155,230130400,1,1980,NA,Duplex,1,Residential
8156,230080000,1,1933,NA,Single Family,1,Residential
8157,170021000,1,1935,NA,Single Family-1 Conversion,1,Residential
8158,170092000 | 170092000 | 170092000,3,2009,12486,Office Building | Office Building | Office Building,2,Commercial | Commercial | Commercial
8159,290127000,1,1925,NA,Single Family,1,Residential
816,40B012000,1,1961,NA,Single Family,1,Residential
8160,160061000,1,1949,NA,Single Family,1,Residential
8161,230182000,1,1951,NA,Single Family,1,Residential
8162,300156000,1,1920,NA,Duplex,1,Residential
8163,160111000 | 160111000,2,1988,7012,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
8164,290168000,1,1923,NA,Single Family,1,Residential
8165,160108000,1,1958,6064,Apartments 11-20 Units,2,Commercial
8166,160058000,1,1930,NA,Single Family-1 Conversion,1,Residential
8167,170116000,1,1937,NA,Single Family,1,Residential
8168,290176000,1,1953,NA,Single Family-3 Conversion,2,Residential
8169,170094000,1,1925,NA,Single Family,1,Residential
8171,160085000,1,1930,NA,Single Family-1 Conversion,1,Residential
8172,55A088410,1,1994,NA,Single Family Attached,2,Residential
8173,230181000,1,1951,NA,Single Family,1,Residential
8174,290167000,1,1923,NA,Single Family,1,Residential
8175,170007000,1,1937,NA,Single Family,1,Residential
8176,160118000,1,1947,NA,Single Family,1,Residential
8177,290135000,1,2004,NA,Single Family-1 Conversion,1,Residential
8178,230089000,1,1935,NA,Single Family,1,Residential
8179,300159100,1,2000,NA,Single Family,1,Residential
8180,230135000,1,NA,NA,Vacant Land,0,Residential
8181,280168000,1,1983,NA,Single Family,1,Residential
8182,540258000,1,1950,NA,Single Family,1,Residential
8184,170009300,1,NA,NA,Vacant Land,0,Residential
8185,540267000,1,1950,2380,Commercial,2,Commercial
8186,550075140,1,1962,NA,Single Family-1 Conversion,1,Residential
8187,540154000 | 540154000 | 540154000 | 540154000,4,1984,16744,Multiple Commercial Use | Multiple Commercial Use | Multiple Commercial Use | Multiple Commercial Use,2,Commercial | Commercial | Commercial | Commercial
8188,540257000,1,1950,NA,Duplex,1,Residential
8189,540256000,1,1950,NA,Single Family,1,Residential
8190,170009130,1,1960,1908,Apartments 1-10 units,2,Commercial
8191,230082000,1,NA,NA,Vacant Land,0,Residential
8192,220007000,1,1996,NA,Duplex,1,Residential
8193,170108000,1,1928,NA,Single Family,1,Residential
8194,290232100,1,1992,12000,Retail Store,1,Commercial
8195,290166000,1,1945,NA,Single Family,1,Residential
8197,280154000,1,1865,NA,Single Family-3 Conversion,2,Residential
8198,170020000,1,1936,NA,Single Family,1,Residential
8199,230090000,1,1937,NA,Single Family,1,Residential
82,43C113000,1,1967,NA,Single Family,1,Residential
8200,160060000,1,1940,NA,Single Family,1,Residential
8201,540150000 | 540150000,2,1925,2642,Office Building | Office Building,2,Commercial | Commercial
8202,170026A00,1,2004,NA,Single Family,1,Residential
8203,160112000,1,1946,NA,Single Family,1,Residential
8204,170025000,1,1935,NA,Single Family,1,Residential
8205,170024000,1,1937,NA,Single Family,1,Residential
8206,170022000 | 170022000,2,1959,NA,Duplex | Duplex,1,Residential | Residential
8207,540247000,1,1948,NA,Single Family,1,Residential
8208,160087000,1,1941,NA,Single Family,1,Residential
8209,160055100,1,1923,NA,Single Family,1,Residential
821,40A005000,1,1985,3098,Service Repair Garage,1,Commercial
8210,230082100,1,NA,NA,Vacant Land,0,Residential
8211,290176100,1,1925,NA,Duplex,1,Residential
8212,170095000,1,1920,NA,Single Family,1,Residential
8213,550066110,1,2001,NA,Single Family,1,Residential
8214,230130500,1,1980,NA,Duplex,1,Residential
8215,290136000,1,1925,NA,Single Family,1,Residential
8216,230168100,1,1967,NA,Duplex,1,Residential
8217,280169000,1,1983,NA,Single Family,1,Residential
8218,290154000,1,1852,NA,Single Family,1,Residential
8219,280162000,1,1983,NA,Single Family,1,Residential
822,40B023000,1,1960,NA,Single Family-1 Conversion,1,Residential
8220,300157000 | 300157000,2,1920,NA,Vacant Land | Vacant Land,0,Residential | Residential
8221,300160400,1,2000,NA,Single Family,1,Residential
8222,160131000 | 160131100 | 160131101 | 160131110 | 160131120 | 160131130 | 160131140 | 160131150 | 160131160 | 160131170 | 160131180 | 160131190 | 160131200 | 160131201 | 160131210 | 160131220 | 160131230 | 160131240 | 160131300 | 160131400 | 160131500 | 160131600 | 160131700 | 160131800 | 160131900,25,1966,NA,Condo Common Area | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium,2,Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential
8223,300159200,1,2001,NA,Single Family,1,Residential
8224,550075150,1,1963,NA,Single Family-1 Conversion,1,Residential
8225,290178200,1,NA,NA,Parking Lot,0,Residential
8226,230081000,1,1935,NA,Single Family,1,Residential
8227,230180000,1,1975,NA,Duplex,1,Residential
8228,55A088401,1,1994,NA,Single Family Attached,2,Residential
8229,160107000,1,1949,NA,Single Family,1,Residential
8230,220006000,1,1920,NA,Single Family,1,Residential
8231,160088000,1,1930,NA,Single Family-1 Conversion,1,Residential
8232,170107000,1,1930,NA,Single Family,1,Residential
8233,160113000,1,1946,NA,Duplex,1,Residential
8234,220008000,1,1994,NA,Duplex,1,Residential
8235,280161000,1,1983,NA,Single Family,1,Residential
8236,170105000,1,1944,NA,Single Family,1,Residential
8237,300159300,1,2001,NA,Single Family,1,Residential
8238,170091000,1,1992,11662,Apartments 11-20 Units,2,Commercial
8239,280170000,1,1983,NA,Single Family,1,Residential
824,42B072000,1,1966,NA,Single Family,1,Residential
8240,290164000,1,1925,NA,Single Family,1,Residential
8241,160057000,1,1930,NA,Single Family,1,Residential
8243,160089000,1,1926,NA,Apartments 1-10 units,2,Commercial
8244,290176200,1,1945,NA,Duplex,1,Residential
8245,550066101,1,2001,NA,Single Family,1,Residential
8246,550075160,1,1963,NA,Single Family,1,Residential
8247,290223000,1,1925,NA,Single Family,1,Residential
8248,540151000,1,1920,NA,Office,2,Residential
8249,160055000 | 160055000,2,1933,5000,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
825,40B032000,1,1960,NA,Single Family-1 Conversion,1,Residential
8250,290153000,1,1945,NA,Single Family,1,Residential
8251,540248000,1,1947,NA,Single Family,1,Residential
8252,160102000,1,1966,30210,Apartments over 20 units,2,Commercial
8253,220005000,1,1920,NA,Single Family,1,Residential
8254,170096000,1,1926,NA,Single Family,1,Residential
8255,230130600,1,1980,NA,Duplex,1,Residential
8256,300159400,1,2001,NA,Single Family,1,Residential
8257,580336000,1,1984,6975,Office Building,2,Commercial
8258,220004000,1,1920,NA,Single Family-1 Conversion,1,Residential
8259,160106000 | 160106000,2,1950,2338,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
826,42B002000,1,1960,NA,Single Family,1,Residential
8260,280155000,1,1915,NA,Single Family,1,Residential
8261,540152000,1,1920,NA,Office,2,Residential
8262,290152100,1,1925,NA,Single Family,1,Residential
8263,170019000,1,1935,NA,Single Family,1,Residential
8264,55A088390,1,1994,NA,Single Family Attached,2,Residential
8265,170106000,1,1930,NA,Single Family,1,Residential
8266,170006000,1,1935,NA,Single Family,1,Residential
8267,290177000,1,NA,NA,Parking Lot,0,Residential
8268,230168000,1,1957,NA,Duplex,1,Residential
827,42B079000,1,1972,NA,Single Family,1,Residential
8270,170009400 | 170009400,2,1991,2200,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
8271,550066120,1,2002,NA,Single Family,1,Residential
8272,230138000,1,1957,NA,Single Family,1,Residential
8273,290165000,1,1913,NA,Single Family,1,Residential
8274,300158000,1,1920,NA,Duplex,1,Residential
8275,220002000,1,NA,NA,Vacant Land,0,Residential
8276,220003000,1,1920,NA,Single Family,1,Residential
8277,290224000,1,1914,NA,Single Family-1 Conversion,1,Residential
8278,290152000 | 290152000,2,2016,NA,Duplex | Duplex,1,Residential | Residential
8279,170009140,1,1958,NA,Duplex,1,Residential
828,41A058000,1,1956,NA,Single Family,1,Residential
8280,170026000,1,1925,NA,Duplex,1,Residential
8281,550066900,1,2001,NA,Single Family,1,Residential
8282,220001000,1,NA,NA,Vacant Land,0,Residential
8283,280174000,1,1983,NA,Single Family,1,Residential
8284,540153000,1,1920,NA,Single Family-1 Conversion,1,Residential
8285,170097000,1,1925,NA,Single Family,1,Residential
8286,220009000,1,2009,NA,Duplex,1,Residential
8287,230170000,1,1973,NA,Duplex,1,Residential
8289,540249000,1,1947,NA,Single Family,1,Residential
829,41A002100,1,1981,NA,Single Family,1,Residential
8291,280160000,1,1983,NA,Single Family,1,Residential
8292,280171000,1,1983,NA,Single Family,1,Residential
8294,170104000 | 170104000 | 170104000 | 170104000,4,1900,7701,Apartments 11-20 Units | Apartments 11-20 Units | Apartments 11-20 Units | Apartments 11-20 Units,2,Commercial | Commercial | Commercial | Commercial
8295,160105000,1,1949,NA,Duplex,1,Residential
8296,300158200,1,1962,NA,Single Family-3 Conversion,2,Residential
8297,280218000,1,1976,68024,Apartments over 20 units,2,Commercial
8298,580294000,1,1935,NA,Single Family,1,Residential
8299,580295000,1,1920,NA,Single Family,1,Residential
83,42C074000,1,1970,NA,Single Family,1,Residential
830,43B046000,1,1965,NA,Single Family,1,Residential
8300,290178100,1,NA,NA,Parking Lot,0,Residential
8301,230130700,1,1980,NA,Duplex,1,Residential
8302,540155000,1,1920,NA,Office,2,Residential
8304,580292000,1,1907,NA,Single Family-1 Conversion,1,Residential
8305,290140000 | 290140000,2,1915,NA,Duplex | Duplex,1,Residential | Residential
8306,280173000,1,1983,NA,Single Family,1,Residential
8307,580293000,1,1919,NA,Single Family,1,Residential
8308,280156000,1,1915,2632,Day Care Center,3,Commercial
8309,580291000,1,1905,NA,Single Family-1 Conversion,1,Residential
831,40B013000,1,1961,NA,Duplex,1,Residential
8310,290161000,1,1854,NA,Single Family,1,Residential
8311,55A088380,1,1994,NA,Single Family Attached,2,Residential
8312,160101000 | 160101000 | 160101000,3,1984,13113,Apartments 1-10 units | Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial | Commercial
8313,220046210,1,1959,NA,Single Family,1,Residential
8315,550066130,1,2001,NA,Single Family,1,Residential
8316,580290000,1,1915,NA,Single Family,1,Residential
8317,220046201,1,1959,NA,Single Family,1,Residential
8318,230094000,1,1949,NA,Single Family,1,Residential
8319,550066800,1,2002,NA,Single Family,1,Residential
832,42B051000,1,1958,NA,Single Family,1,Residential
8320,170098000,1,1930,NA,Single Family,1,Residential
8321,580288000,1,1920,NA,Single Family,1,Residential
8322,160114000,1,2005,39300,Apartments over 20 units,2,Commercial
8323,230179000,1,1953,NA,Single Family,1,Residential
8324,290139000,1,1945,NA,Single Family,1,Residential
8325,540156000,1,1920,NA,Single Family,1,Residential
8326,540250000,1,1947,NA,Single Family,1,Residential
8327,160090000,1,1935,NA,Duplex,1,Residential
