,parcel_area-objectid,parcel_area-assessment,parcel_area-geoparcelidentificationnumber,parcel_area-legaldescription,parcel_area-lotsquarefeet,parcelnumber,parcel_area-zoning,real_estate_commercial-recordid_int,usecode,yearbuilt,real_estate_commercial-grossarea,real_estate_commercial-storyheight,real_estate_commercial-numberofstories
11794,9984,393100,11706,PT LOTS 1 & 2 BK 32 BELMONT,6054.84,600192000,R-1S,,,,,,
11795,9991,329100,14528,LOT B67 CHERRY HILL,0.0,22A002670,PUD,,,,,,
11796,9999,214500,11723,LOT 16 BK 41 BELMONT,6054.84,590286000,R-1S,,,,,,
11797,10003,352100,11727,LOT 13 BK E SEC 4 JOHNSON VILL,0.0,22A091000,R-1,,,,,,
11798,10004,337400,14529,LOT B68 CHERRY HILL,2090.88,22A002680,PUD,,,,,,
11799,10007,348000,11728,LOT 7 BK E SEC 4 JOHNSON VILL,0.0,22A085000,R-1,,,,,,
11800,10008,347500,11730,LOT 34 BK E SEC 5 JOHNSON VILL,0.0,22A101000,R-1,,,,,,
11801,10012,161200,11735,LOT 4 BK 19 CARLTON,3920.4,560068000,R-2,,,,,,
11802,10014,155600,11737,LOT 18 BK D RIDGECREST,5183.64,610218000,R-3,,,,,,
11803,10021,631400,11743,"LOTS 17,18& STR BK 31 BELMONT",14374.8,600160000,R-1S,,,,,,
11804,10024,135500,11748,LOT 5 BK 19 CARLTON,3920.4,560068100,R-2,,,,,,
11805,10031,203900,11755,LOT 18 BK 36 BELMONT,6054.84,600042000,R-1S,,,,,,
11806,10032,235900,11756,LOT 4 BK D JEFFERSON HILLS,8973.36,610004300,R-1S,,,,,,
11807,10038,290000,11761,LOT 1 BK 48 BELMONT,6054.84,590292000,R-1S,,,,,,
11808,10039,409400,11764,LOT 3 BK 32 BELMONT,6054.84,600192100,R-1S,,,,,,
11809,10048,238700,11772,LOT 2 BK 42 BELMONT,6054.84,600047000,R-1S,,,,,,
