,parcel_area-objectid,parcel_area-assessment,parcel_area-geoparcelidentificationnumber,parcel_area-legaldescription,parcel_area-lotsquarefeet,parcelnumber,parcel_area-zoning,real_estate_commercial-recordid_int,usecode,yearbuilt,real_estate_commercial-grossarea,real_estate_commercial-storyheight,real_estate_commercial-numberofstories
10135,2826,0,3271,LOTS 192-229 LOCUST GROVE,0.0,490225000,R-2,,,,,,
10136,2846,1134100,3294,LOTS 35A & ST UNIVERSITY PLACE,0.0,050042000,R-3H,,,,,,
10137,2864,621300,3312,LOT 4A,11586.96,370081200,B-1,1435.0,Office Building,1950.0,3419.0,12.0,1.0
10138,2886,200700,3342,LOT 2,7797.24,030093200,R-2,,,,,,
10139,2916,2132900,3377,LOT 36 UNIVERSITY PLACE,0.0,050043000,R-3H,110.0,Apartments 1-10 units,1925.0,10591.0,10.0,3.5
10140,2928,586800,3390,LOT 1 UNIVERSITY PLACE,0.0,060088000,R-1UH,179.0,Apartments 1-10 units,1920.0,2360.0,8.0,1.5
10141,2970,619900,3440,"LOT 237&PT 238,239 LOCUST GROV",25613.28,490228000,IC,,,,,,
10142,2971,68000,3441,LOT 19 PH II MADISON PLACE,3615.48,370083B00,PUD,,,,,,
10143,2994,426200,15080,LOT 8B UNIVERSITY WAY,174240.0,060087A00,R-1UH,178.0,Apartments 1-10 units,1957.0,3263.0,8.0,3.0
10144,3009,14179200,3578,RESIDUE  HAYES GARDENS,0.0,030125200,UHD,48.0,Apartments over 20 units,1970.0,137387.0,12.0,3.0
10145,3020,426200,3471,LOT 8A UNIVERSITY WAY,0.0,060087000,R-1UH,177.0,Apartments 1-10 units,1957.0,3263.0,8.0,3.0
10146,3033,783600,3514,LOT A UNIVERSITY PLACE,15028.2,050047000,R-3H,,,,,,
10147,3041,1225700,3522,LOT 7 & PT 8,0.0,050057000,R-3H,,,,,,
10148,3042,3765600,3524,LOT 41 & STRIP JACK JOUETT APTS,0.0,050049000,R-3H,114.0,Apartments 11-20 Units,1928.0,17560.0,10.0,4.0
10149,3056,671600,3543,LOT 27 MERRYDEN,17293.32,070007000,R-1U,,,,,,
10150,3069,235000,3561,LOT B UNIVERSITY PLACE,14113.44,050047100,R-3H,,,,,,
10151,3070,1206800,3563,PT LOTS 1&2 BK 14 PRESTON HGTS,0.0,050058000,R-3H,,,,,,
10152,3085,1177100,3580,PT LOT 40&41 UNIVERSITY PLACE,0.0,050050000,R-3H,,,,,,
10153,3101,1002100,3600,LOT 18 & PT 17 PRESTON HGTS,0.0,050102000,R-3H,,,,,,
10154,3110,589500,3611,LOTS 248-257 LOCUST GROVE,62508.6,490120000,IC,,,,,,
10155,3122,16243900,3627,PARCELS A & Y,683892.0,520053000,R-1H,1723.0,Church,1979.0,45100.0,12.0,2.0
10156,3132,425200,3638,LOT 2,0.0,080021000,R-1U,228.0,Apartments 1-10 units,1959.0,1406.0,12.0,1.0
10157,3135,237100,3644,LOT 7 LOCUST GROVE EXT,7448.76,490009101,R-1S,,,,,,
10158,3145,2549000,3649,"LOT 4,6,8,10,12,14,16,18,20,22",118526.76,340090000,IC,1295.0,Office Building,1973.0,28728.0,8.0,2.0
10159,3173,848100,3691,PT LOTS 8-10 BK 39 PRESTON HGT,0.0,050091000,UMDH,137.0,Apartments 1-10 units,1930.0,,,
10160,3187,1079500,3711,LOTS 7-9A & DETAIL X&Y BK 12,0.0,050075000,UMDH,126.0,Apartments 11-20 Units,1925.0,5084.0,10.0,2.5
10161,3280,31500,3816,LOT 2 SEC 3,21997.8,340089000,IC,,,,,,
10162,3288,458600,3830,LOT & PARCEL C,9801.0,080006000,URB,,,,,,
10163,3364,545900,3915,LOT 6A,6011.28,340018100,IC,1283.0,Office Building,1973.0,1482.0,12.0,1.0
10164,3365,811200,3913,"LOTS 1,2 & 3 BK 2 PRESTON HGTS",10280.16,090013000,UMDH,252.0,Office Building,1890.0,3416.0,10.0,2.0
10165,3405,190300,3958,LOT 3 BK 10 ROSE HILL,12196.8,350106000,IC,,,,,,
10166,3407,315100,3960,LOT 11 BK 22 ROSE HILL,6229.08,350098000,M-I,1361.0,Office Building,1953.0,720.0,12.0,1.0
10167,3433,11048200,4087,LOT BK 2 & 3 PRESTON HGTS,129808.8,090016000,UMDH,254.0,Group Care Home,1920.0,18724.0,10.0,2.0
10168,3441,118200,3995,LOT 12 BK 22 ROSE HILL,6185.52,350099A00,M-I,,,,,,
10169,3453,1348300,4008,LOT,49789.08,340016000,IC,1276.0,Convenience Market,1937.0,384.0,12.0,1.0
10170,3530,118200,4100,LOT 1 BK 22 ROSEHILL,6185.52,350099000,M-I,,,,,,
10171,3602,300600,4181,PT LOT 6 BK 21 ROSE HILL,1742.4,350086100,R-1S,1357.0,Fraternal Building,1955.0,3212.0,12.0,2.0
10172,3662,1592100,4246,LOT,14418.36,090153000,R-3H,332.0,Office Building,1895.0,8025.0,8.0,2.5
10173,3705,679000,4291,LOT 1,18730.8,080041000,R-1U,,,,,,
10174,3865,267000,4460,PT LOT 406 LOCUST GROVE,90169.2,490235000,IC,,,,,,
10175,3968,521200,4589,PARCEL A,18251.64,340010000,IC,1263.0,Office Building,1948.0,2327.0,12.0,1.0
10176,4146,274400,4808,PT LOT 407 LOCUST GROVE EXTD,8755.56,490238000,IC,1657.0,Service Repair Garage,1963.0,1176.0,12.0,1.0
10177,4152,389500,4818,LOT 5 LA ROWE,3920.4,090048000,UMDH,,,,,,
10178,4153,160300,4817,LOT 32 TOWLES ADDITION,15028.2,130074000,R-1U,,,,,,
10179,4155,444600,4820,LOT 1,13939.2,340032000,R-1,,,,,,
10180,4161,144100,4826,LOT 3 BK 29 ROSE HILL,5009.4,350052000,B-3,,,,,,
10181,4163,1491600,4828,LOT TOWLES ADDITION,11190.563999999998,120001000,R-1U,446.0,Classroom  (Elem/2nd Sch),1964.0,4564.0,10.0,2.0
10182,4167,1283200,4832,LOT 3,0.0,090134000,R-3H,,,,,,
10183,4173,682400,4840,LOT 5 TOWLES ADDITION,16465.68,120015000,R-1U,,,,,,
10184,4175,583800,4846,LOT LOCUST GROVE,15986.52,510010000,R-1SC,,,,,,
10185,4177,91700,4844,REVISED LOT 2 BK 13 ROSE HILL,4748.04,350119000,IC,,,,,,
10186,4180,321000,4848,LOT A-1 LOCUST GROVE,7448.76,510100100,R-1S,,,,,,
10187,4182,537800,4851,LOT,28618.92,340005000,IC,1253.0,Commercial,1985.0,5010.0,14.0,1.0
10188,4183,252200,4852,PT LOTS 347 & 349 LOCUST GROVE,7492.32,490100000,R-2,,,,,,
10189,4193,2401700,4864,LOT 408-A LOCUST GROVE EXTD,219150.36,490241000,IC,1658.0,Office Building,1977.0,7040.0,16.0,2.0
10190,4197,250000,4870,LOT 12 BK 2 RIVER VISTA,7100.28,490063300,R-2,,,,,,
10191,4199,352700,4873,LOTS 6 & 7 TREVELYAN ADD,6011.28,090051000,UHDH,,,,,,
10192,4210,144600,4885,PT LOTS 1&2 BK 29 ROSE HILL,4051.08,350054000,B-3,,,,,,
10193,4212,958600,4887,LOT 4 SEC B LYONS COURT,16814.16,520061000,R-1H,,,,,,
10194,4216,243900,4891,LOT A2,10541.52,490069A00,R-2,,,,,,
10195,4218,852800,4895,PT LOT 23 TOWLES ADDITION,15681.6,120034000,R-1U,,,,,,
10196,4223,590500,4902,LOT 4,4443.12,340039000,R-1S,,,,,,
10197,4225,431000,4904,LOT 2,4007.52,340038000,R-1S,,,,,,
10198,4227,399000,4906,LOT 6,5009.4,040127000,UMDH,,,,,,
10199,4228,124800,4907,LOT 19 JEFFRIES LOTS,3833.28,040162000,R-1S,,,,,,
10200,4229,144900,4908,PT LOTS 1 & 2 BK 19 ROSE HILL,6011.28,350057000,M-I,,,,,,
10201,4230,355100,4909,LOT 22 SEC A LYONS PLACE,10018.8,520093000,R-1,,,,,,
10202,4233,1244300,4912,LOT 2,0.0,090138000,R-3H,,,,,,
10203,4235,171100,4915,PT LOT 1 BK 29 ROSE HILL,4051.08,350055000,B-3,,,,,,
10204,4244,1467700,4923,"LOTS 4-6,PT 7 BK 30 ROSE HILL",9931.68,310004200,CC,942.0,Veterinary Hospital,1990.0,3360.0,12.0,1.0
10205,4248,530400,4927,"LOTS 8,9,10A TREVELYAN ADD",6882.48,090052000,UHDH,260.0,Apartments 1-10 units,1920.0,,,
10206,4254,292000,4934,PARCEL B-2,11848.32,490069200,R-2,,,,,,
10207,4260,241200,4943,LOT 20 JEFFRIES LOTS,4007.52,040161000,R-1S,,,,,,
10208,4264,792700,4947,LOT 6 SEC B LYONS PLACE,8624.88,520062000,R-1H,,,,,,
10209,4269,225000,4952,PT LOT 14 JEFFRIES LOTS,3528.36,040204000,R-1S,,,,,,
10210,4271,3566800,4955,LOT TOWLES ADDITION,43690.68,120023000,R-1U,449.0,Church,1956.0,5325.0,20.0,1.0
10211,4273,175500,4958,PT LOT 15 TOWLES ADDITION,20081.16,120031000,R-1U,,,,,,
10212,4277,2456600,4962,LOT,61201.8,490071000,B-1,1617.0,Bank,1961.0,2649.0,12.0,1.0
10213,4279,467600,4964,LOT B LOCUST GROVE,25918.2,510094100,R-1S,,,,,,
10214,4280,461000,4965,LOT 3,9452.52,340036000,R-1S,,,,,,
10215,4281,498900,4966,LOT 21 SEC A LYONS PLACE,8015.04,520094000,R-1,,,,,,
10216,4286,237000,4971,LOT BK 4,10018.8,340001000,IC,,,,,,
10217,4294,237500,4983,LOT 9 JEFFRIES LOTS,4660.92,040171000,R-1S,,,,,,
10218,4295,491800,4984,LOT 29 SEC C LYONS PLACE,10018.8,520141000,R-1,,,,,,
10219,4299,555500,4994,LOT 1 & PT LOT 6,9104.04,040287000,UHDH,79.0,Apartments 1-10 units,1920.0,2490.0,9.0,2.0
10220,4302,861200,4998,PT LOTS 1 & 2,11935.44,310054000,CC,959.0,Service Repair Garage,1934.0,11178.0,12.0,1.0
10221,4303,579500,4999,LOT 8,6316.2,340053000,R-1S,,,,,,
10222,4307,736900,5003,LOT 20 SEC A LYONS PLACE,8450.64,520095000,R-1,,,,,,
10223,4310,308000,5009,LOTS 7&8 BK C SEC 1 RIVERDALE,7579.44,490075000,R-2,,,,,,
10224,4313,662500,5011,LOT 8,6926.04,090095000,CDH,307.0,Retail Store,1920.0,1286.0,12.0,2.0
10225,4317,685500,5017,LOT 16 SEC C LYONS PLACE,6098.4,520139000,R-1,,,,,,
10226,4319,276700,5019,LOTS 359 & 360 LOCUST GROVE,13111.56,490062000,R-2,,,,,,
10227,4324,280000,5024,LOT 3,4791.6,0402771C0,R-2U,,,,,,
10228,4325,639700,5026,LOT 13 & STR SE B LYONS PL,9757.44,520074000,R-1,,,,,,
10229,4326,223900,5028,PT LOT 16 JEFFRIES LOTS,3528.36,040201000,R-1S,,,,,,
10230,4327,867800,5029,PT LOT 4 & PARCEL Y TOWLES,24785.64,120028000,R-1U,,,,,,
10231,4330,322400,5033,LOT 22 JEFFRIES ADDITION,6621.12,310074000,R-1S,,,,,,
10232,4332,341700,5036,LOTS 9&10 BK C SEC 1 RIVERDALE,7492.32,490076000,R-2,,,,,,
10233,4333,283400,5037,LOT A & PT 1,9278.28,340052000,R-1S,,,,,,
10234,4334,6688500,13944,"LOTS 7,8,88&89&PT 4,6, 9 HERRI",0.0,040283000,UHDH,75.0,Apartments over 20 units,1988.0,16665.0,10.0,3.0
10235,4342,397800,5046,LOT 2,5140.08,090058100,UHDH,263.0,Apartments 1-10 units,1978.0,,,
10236,4349,832200,5055,LOT 19 SEC A LYONS PLACE,8755.56,520096000,R-1,,,,,,
10237,4351,218500,5057,PT LOT 16 JEFFRIES LOTS,3789.72,040200000,R-1S,,,,,,
10238,4353,6202100,5060,LOT,63118.44,310039000,CC,957.0,Office Building,1969.0,21381.0,11.0,2.0
10239,4355,452400,5063,LOTS 14 & 15 SEC C LYONS PLACE,12980.88,520137000,R-1,,,,,,
10240,4360,244600,5101,PARCELS B & C BK 30 ROSEHILL,4159.98,310006000,CC,,,,,,
10241,4371,331800,5080,LOTS 8 & 9 JEFFRIES LOTS,4399.56,040199000,R-1S,,,,,,
10242,4372,290700,5081,PT LOT 1,12109.68,340055000,R-1S,,,,,,
10243,4385,514000,5091,LOT TOWLES ADDITION,16988.4,120025000,R-1U,,,,,,
10244,4388,1278700,5100,LOTS F & G BK 17 ROSE HILL,9016.92,310008000,CC,945.0,Multiple Commercial Use,1950.0,6858.0,12.0,1.0
10245,4393,152400,5107,LOT 25 JEFFRIES LOTS,4007.52,040156000,R-1S,,,,,,
10246,4395,3159200,5179,"LOTS 154,155,156,157,& PT 153",0.0,040278000,UHD,73.0,Apartments 1-10 units,1997.0,13132.0,8.0,3.0
10247,4397,603500,5112,LOT 18 SEC A LYONS PLACE,9365.4,520097000,R-1,,,,,,
10248,4401,3091500,5115,LAMBETH HOUSE,86640.84,120024000,R-1U,451.0,Office Building,1912.0,2150.0,10.0,2.0
10249,4404,831500,5121,LOT 7 & PT 6,7492.32,090096000,CDH,309.0,Restaurant,1920.0,1120.0,12.0,2.0
10250,4405,418300,5122,"LOTS 29,30 & PT 28 TREVELYAN",8407.08,090059000,UHDH,,,,,,
10251,4407,396000,5124,LOT LOCUST GROVE,10018.8,510016000,R-1SC,,,,,,
10252,4411,353000,5131,LOTS 6&7 BK B SEC 1 RIVERDALE,7187.4,490082000,R-2,,,,,,
10253,4412,22700,5129,LOT B LOCUST GROVE,14984.64,510019100,R-1,,,,,,
10254,4413,369100,5133,LOT 6,9191.16,340056000,R-1S,,,,,,
10255,4416,292200,5136,PARCEL E ROSE HILL,18120.96,350132400,IC,,,,,,
10256,4418,525800,5138,PT LOT 10,3179.88,090090000,CDH,302.0,Retail Store,1920.0,1928.0,8.0,2.0
10257,4425,1126200,5147,LOT 410-A LOCUST GROVE EXTD,161215.56,490243000,IC,1660.0,Multiple Commercial Use,1955.0,958.0,12.0,1.0
10258,4427,73500,5149,LOT - CLOSED STREET,4486.68,350124100,IC,,,,,,
10259,4430,286900,5153,PARCEL A,4878.72,310012100,CC,,,,,,
10260,4437,810900,5161,TR A BK B SEC 1 RIVERDALE,29577.24,490079000,B-1,1618.0,Office Building,1950.0,1392.0,12.0,1.0
10261,4439,120100,5163,LOT E-1 ROSE HILL,2918.52,310014000,CC,,,,,,
10262,4445,356400,5169,LOT H BK 17 ROSE HILL,3223.44,310010000,CC,947.0,Retail Store,1949.0,1920.0,12.0,1.0
10263,4448,760200,5196,"LOT 1,2&PT 10-12 ROSE HILL",23261.04,350125000,IC,1385.0,Office Building,1988.0,3700.0,12.0,1.0
10264,4452,269800,5177,PT LOTS 5 & 6 JEFFRIES LOTS,5314.32,040214000,R-1S,,,,,,
10265,4462,584200,5188,LOT 12,8886.24,340072000,R-1S,,,,,,
10266,4463,669700,5189,LOT 12 SEC C LYONS PLACE,7187.4,520135000,R-1,,,,,,
10267,4464,316900,5198,LOTS 1 & 2 PAYNE & MASSIE,6316.2,310081000,R-1S,,,,,,
10268,4465,1292000,5192,LOT,37505.16,520190000,R-1H,,,,,,
10269,4468,682000,5197,LOTS D & E2 BK 17 ROSE HILL,10367.28,310015000,CC,949.0,Commercial,1972.0,2161.0,33.0,1.0
10270,4470,8856500,5258,LOTS,0.0,090093000,UHDH,303.0,Apartments over 20 units,1925.0,63305.0,11.0,4.0
10271,4473,1137200,5202,"LOTS 4,5 & PT LOT 6",8407.08,090097000,CDH,311.0,Restaurant,1947.0,3196.0,12.0,2.0
10272,4477,796900,5207,PT LOTS 3-6 BK 17 ROSE HILL,13111.56,310012000,CC,948.0,Retail Store,1988.0,2375.0,14.0,1.0
10273,4478,295600,5208,PARCEL C ROSE HILL,18338.76,350132200,IC,,,,,,
10274,4482,214200,5213,LOT 2 JEFFRIES LOTS,3528.36,040178000,R-1S,,,,,,
10275,4483,184600,5214,PT LOT 6 JEFFRIES LOTS,5314.32,040215000,R-1S,,,,,,
10276,4484,508000,5216,LOT 16 SEC A LYONS PLACE,10149.48,520099000,R-1,,,,,,
10277,4487,276900,5219,LOT X,9888.12,510090000,R-1S,,,,,,
10278,4488,170600,5220,UNIT 31 COLLEGE COURT CONDO,0.0,040280310,UHD,,,,,,
10279,4488,164700,5220,UNIT 32 COLLEGE COURT CONDO,0.0,040280320,UHD,,,,,,
10280,4488,127300,5220,UNIT 25 COLLEGE COURT CONDO,0.0,040280250,UHD,,,,,,
10281,4488,155800,5220,UNIT 28 COLLEGE COURT CONDO,0.0,040280280,UHD,,,,,,
10282,4488,175400,5220,UNIT 27 COLLEGE COURT CONDO,0.0,040280270,UHD,,,,,,
10283,4488,164700,5220,UNIT 9 COLLEGE COURT CONDO,0.0,040280900,UHD,,,,,,
10284,4488,134300,5220,UNIT 33 COLLEGE COURT CONDO,0.0,040280330,UHD,,,,,,
10285,4488,134700,5220,UNIT 29 COLLEGE COURT CONDO,0.0,040280290,UHD,,,,,,
10286,4488,157100,5220,UNIT 30 COLLEGE COURT CONDO,0.0,040280301,UHD,,,,,,
10287,4488,157000,5220,UNIT 34 COLLEGE COURT CONDO,0.0,040280340,UHD,,,,,,
10288,4488,169500,5220,UNIT 36 COLLEGE COURT CONDO,0.0,040280360,UHD,,,,,,
10289,4488,183900,5220,UNIT 22 COLLEGE COURT CONDO,0.0,040280220,UHD,,,,,,
10290,4488,155800,5220,UNIT 3 COLLEGE COURT CONDO,0.0,040280300,UHD,,,,,,
10291,4488,163900,5220,UNIT 17 COLLEGE COURT CONDO,0.0,040280170,UHD,,,,,,
10292,4488,163900,5220,UNIT 21 COLLEGE COURT CONDO,0.0,040280210,UHD,,,,,,
10293,4488,179500,5220,UNIT 23 COLLEGE COURT CONDO,0.0,040280230,UHD,,,,,,
10294,4488,164300,5220,UNIT 20 COLLEGE COURT CONDO,0.0,040280201,UHD,,,,,,
10295,4488,163900,5220,UNIT 24 COLLEGE COURT CONDO,0.0,040280240,UHD,,,,,,
10296,4488,170600,5220,UNIT 35 COLLEGE COURT CONDO,0.0,040280350,UHD,,,,,,
10297,4488,164700,5220,UNIT 5 COLLEGE COURT CONDO,0.0,040280500,UHD,,,,,,
10298,4488,170600,5220,UNIT 6 COLLEGE COURT CONDO,0.0,040280600,UHD,,,,,,
10299,4488,157000,5220,UNIT 7 COLLEGE COURT CONDO,0.0,040280700,UHD,,,,,,
10300,4488,114900,5220,UNIT 8 COLLEGE COURT CONDO,0.0,040280800,UHD,,,,,,
10301,4488,127100,5220,UNIT 4 COLLEGE COURT CONDO,0.0,040280400,UHD,,,,,,
10302,4490,1057400,13956,"LOTS B,C&PT A&STR BK 17 ROSE H",27747.72,310018000,CC,952.0,Service Repair Garage,1982.0,6050.0,14.0,1.0
10303,4493,369100,5227,LOT 4 JEFFRIES LOTS,4399.56,040195000,R-1S,,,,,,
10304,4495,2695700,5229,LOT,25961.76,090102000,CDH,316.0,Bank,1959.0,3740.0,12.0,1.0
10305,4496,423800,5231,LOT 4A,6054.84,340058000,R-1S,,,,,,
10306,4503,266200,5239,PARCEL B ROSE HILL,16422.12,350132100,IC,,,,,,
10307,4504,179700,5240,PT LOT 3 JEFFRIES ADD,4617.36,310103000,R-1S,,,,,,
10308,4505,162300,5241,PT LOT 33 JEFFRIES LOTS,7579.44,040179000,R-1S,,,,,,
10309,4508,503200,13942,PT LOT 10,3136.32,090089000,CDH,300.0,Office Building,1910.0,1140.0,8.0,2.0
10310,4510,454400,5247,PT LOT 37 PAYNE & MASSIE,10018.8,310083000,R-1S,,,,,,
10311,4512,409400,5249,LOT W,9191.16,510090100,R-1S,,,,,,
10312,4513,107800,5250,LOT 12,10628.64,310049000,R-1S,,,,,,
10313,4514,7902800,5283,"LOTS 6,7,8,10,11 & PT 34",440870.76,500001000,R-2,1662.0,Elementary Sch (Entire),1958.0,7728.0,12.0,2.0
10314,4516,696200,5253,PT LOT 23 SEC C LYONS PLACE,6229.08,520147000,R-1,,,,,,
10315,4518,160400,5256,PT LOTS 3 & 4 JEFFRIES ADD,4617.36,310104000,R-1S,,,,,,
10316,4526,657700,5266,LOT 15 SEC A LYONS PLACE,10585.08,520100000,R-1,,,,,,
10317,4527,388900,5267,LOT 3,7013.16,340063000,R-1S,,,,,,
10318,4534,3852700,5278,"LOTS 2,3 & PT 1",25351.92,090099000,CDH,313.0,Retail Store,1973.0,7457.0,12.0,1.0
10319,4536,182000,5279,PT LOT 5 JEFFRIES ADD,2570.04,310106000,R-1S,,,,,,
10320,4537,4809300,5280,PARCEL A ROSE HILL,81282.96,350132000,ICH,1387.0,Office Building,1900.0,25208.0,12.0,1.0
10321,4539,99000,5285,LOT,7492.32,310046000,R-1S,,,,,,
10322,4540,1852900,5286,LOTS 2-8,68519.88,330005000,R-3,1060.0,Church,1953.0,3280.0,30.0,1.0
10323,4541,351900,5287,LOT 17A NORTHWOOD,6926.04,340071000,R-1S,,,,,,
10324,4545,220900,5291,PT LOTS 7 & 8 JEFFRIES LOTS,5314.32,040217000,R-1S,,,,,,
10325,4551,164900,5297,LOT 2 JEFFRIES LOTS,4399.56,040193000,R-1S,,,,,,
10326,4554,684600,13941,LOT 9,2526.48,090088000,CDH,299.0,Restaurant,1900.0,2600.0,10.0,2.0
10327,4558,547600,5307,PT LOT 2,6751.8,340064000,R-1S,,,,,,
10328,4562,574600,5313,PARCE Y BK B SEC 1 RIVERDALE,14374.8,490094100,B-2,1620.0,Retail Store,1983.0,2424.0,12.0,1.0
10329,4563,431000,5314,LOT 1 JEFFRIES ADD,4791.6,310109000,PUD,,,,,,
10330,4568,113400,5322,LOT 2 BK 15 ROSE HILL,6229.08,350130000,IC,,,,,,
10331,4570,307700,5325,LOT 1 & PT 7 PAYNE & MASSIE,0.0,310117000,R-1S,,,,,,
10332,4572,1378600,5327,LOT LOCUST GROVE,88121.88,510074000,R-1SC,,,,,,
10333,4575,529600,5330,LOT 8,3223.44,090087000,CDH,298.0,Retail Store,1900.0,1728.0,12.0,1.0
10334,4578,167900,5333,LOT 1 JEFFRIES LOTS,4399.56,040192000,R-1S,,,,,,
10335,4579,299600,5336,LOT 3 JEFFRIES ADD,3484.8,310109B00,PUD,,,,,,
10336,4581,212200,5338,UNIT A THE PARK LANE CONDO,0.0,520115100,R-3H,,,,,,
10337,4581,211500,5338,UNIT B THE PARK LANE CONDO,0.0,520115200,R-3H,,,,,,
10338,4581,213900,5338,UNIT C THE PARK LANE CONDO,0.0,520115300,R-3H,,,,,,
10339,4581,213900,5338,UNIT D THE PARK LANE CONDO,0.0,520115400,R-3H,,,,,,
10340,4581,238300,5338,UNIT E THE PARK LANE CONDO,0.0,520115500,R-3H,,,,,,
10341,4581,238300,5338,UNIT F THE PARK LANE CONDO,0.0,520115600,R-3H,,,,,,
10342,4581,0,5338,PARK LANE CONDO COMMON AREA,28531.8,520115000,R-3H,,,,,,
10343,4581,238300,5338,UNIT S THE PARK LANE CONDO,0.0,520115190,R-3H,,,,,,
10344,4581,238300,5338,UNIT T THE PARK LANE CONDO,0.0,520115201,R-3H,,,,,,
10345,4581,211500,5338,UNIT U THE PARK LANE CONDO,0.0,520115210,R-3H,,,,,,
10346,4581,210300,5338,UNIT V THE PARK LANE CONDO,0.0,520115220,R-3H,,,,,,
10347,4581,212200,5338,UNIT W THE PARK LANE CONDO,0.0,520115230,R-3H,,,,,,
10348,4581,211500,5338,UNIT X THE PARK LANE CONDO,0.0,520115240,R-3H,,,,,,
10349,4581,238300,5338,UNIT M THE PARK LANE CONDO,0.0,520115130,R-3H,,,,,,
10350,4581,238300,5338,UNIT N THE PARK LANE CONDO,0.0,520115140,R-3H,,,,,,
10351,4581,238300,5338,UNIT O THE PARK LANE CONDO,0.0,520115150,R-3H,,,,,,
10352,4581,238300,5338,UNIT P THE PARK LANE CONDO,0.0,520115160,R-3H,,,,,,
10353,4581,238300,5338,UNIT Q THE PARK LANE CONDO,0.0,520115170,R-3H,,,,,,
10354,4581,238300,5338,UNIT R THE PARK LANE CONDO,0.0,520115180,R-3H,,,,,,
10355,4581,238300,5338,UNIT G THE PARK LANE CONDO,0.0,520115700,R-3H,,,,,,
10356,4581,238300,5338,UNIT H THE PARK LANE CONDO,0.0,520115800,R-3H,,,,,,
10357,4581,238300,5338,UNIT I THE PARK LANE CONDO,0.0,520115900,R-3H,,,,,,
10358,4581,238300,5338,UNIT J THE PARK LANE CONDO,0.0,520115101,R-3H,,,,,,
10359,4581,238300,5338,UNIT K THE PARK LANE CONDO,0.0,520115110,R-3H,,,,,,
10360,4581,238300,5338,UNIT L THE PARK LANE CONDO,0.0,520115120,R-3H,,,,,,
10361,4583,449600,5340,LOT,6098.4,310044000,R-1S,,,,,,
10362,4584,359500,5341,LOT 4 JEFFRIES ADD,5662.8,310109C00,PUD,,,,,,
10363,4586,724000,5343,LOT 9 SEC A LYONS PLACE,10062.36,520106000,R-1,,,,,,
10364,4588,445300,5345,LOT 3 BK 1 GRAYSON COURT,9757.44,510117000,R-2,,,,,,
10365,4598,10839600,5490,"LOT 4, PARCELS B&D MCKENNIE'S",0.0,040292000,UHDH,81.0,Apartments over 20 units,1950.0,2980.0,8.0,2.0
10366,4599,133600,5363,PT LOT 22 JEFFRIES LOTS,0.0,040191000,R-1S,,,,,,
10367,4604,177700,5369,LOT 1 JEFFRIES LOTS,5183.64,040219000,R-1S,,,,,,
10368,4611,123500,5376,LOT 1 JEFFRIES LOTS,2657.16,040185000,R-1S,,,,,,
10369,4627,183200,5396,LOT 2 PAYNE & MASSIE,2439.36,310087000,R-1S,,,,,,
10370,4628,318500,5397,LOT 8 BK 1 GRAYSON COURT,9191.16,510122000,R-2,,,,,,
10371,4636,3035400,5488,LOTS A & X,53404.56,490096000,CC,1623.0,Retail Store,2000.0,10125.0,12.0,1.0
10372,4639,459600,5414,"REAR LOT,STRIP,LOT 3 LOCUST",27791.28,510084000,R-1SC,,,,,,
10373,4644,232900,5426,LOT 10 PAYNE & MASSIE,6534.0,310114100,R-1S,,,,,,
10374,4648,28600,5428,PT LOTS 7 & 8 LYONS PLACE,6795.36,520119000,R-1S,,,,,,
10375,4653,204500,5432,PT LOT 23 & 24 JEFFRIES LOTS,6621.12,040189000,R-1S,,,,,,
10376,4659,459300,5442,LOT 1&PT 2 BK 1 GRAYSON COURT,16857.72,510128000,R-2,,,,,,
10377,4667,272900,5452,PT LOTS 16-18 PAYNE & MASSIE,9888.12,310246000,R-1S,,,,,,
10378,4668,457700,5445,LOT PAYNE & MASSIE,5662.8,310110000,R-1S,,,,,,
10379,4669,477200,5456,LOT 21 & PT 20,8581.32,340068000,R-1S,,,,,,
10380,4677,406900,5470,PT LOTS 16 & 18 PAYNE & MASSIE,11979.0,310245000,R-1S,,,,,,
10381,4689,1400300,5485,PT LOT 1,2570.04,090100000,CDH,315.0,Retail Store,1932.0,5160.0,12.0,2.0
10382,4699,124400,5500,LOT 5 JEFFRIES LOTS,5227.2,040223000,R-1S,,,,,,
10383,4715,236100,5518,LOT 13A PAYNE & MASSIE,6403.32,310122100,R-1S,,,,,,
10384,4716,100000,5519,PT LOT 12 JEFFRIES LOTS,2308.68,040224000,R-1S,,,,,,
10385,4717,508700,13957,LOT B,3659.04,330032A00,R-1S,,,,,,
10386,4718,306100,5522,LOT 4 BK 1 WHITE'S LOTS,7840.8,310244000,R-1S,,,,,,
10387,4719,949200,5523,"LOT & PARCEL ""X""",10454.4,520185400,R-1S,,,,,,
10389,4720,490200,5532,LOT 3 & STR SEC C LYONS PL,7797.24,520127000,R-1,,,,,,
10390,4725,256400,5533,LOT 5,5706.36,310032000,R-1S,,,,,,
10391,4726,628300,5535,LOT E,5227.2,330033200,R-1S,,,,,,
10392,4739,1791900,5546,"PT LOTS 2,3 & 4",3920.4,090082000,CDH,291.0,Retail Store,1900.0,7452.0,12.0,3.0
